0.001	0.001	0	0	0	0	0	0	0	0	-0	0	0	0	3.95253e-323	2.37152e-321
0.0223719	-0.0336237	0.0063214	-0.0358805	-0.0309561	0	0	0	0	0	-0	0	0	0	3.95253e-323	0.348797
1.51466	-0.0831245	2.92001	-0.0663136	-0.0301457	1.55945	-0.138501	2.09897	0.0522228	2.19867	-0.0497502	2.09897	2.19595	0.109339	9.19643	0.348797
1.48403	0.039121	2.57589	0.0854995	0.0340203	1.81209	0.0474826	2.09897	0.0522228	2.19867	-0.0497502	2.09897	2.19595	0.109339	9.19643	9.70638
3.89231	-0.128136	2.45406	-0.118045	-0.104207	3.89093	-0.134166	4.29136	0.215312	2.29552	-0.0987536	4.29168	2.28434	0.226323	0.319735	9.70638
3.91859	0.187011	2.45701	0.0592364	-0.00446322	4.19528	0.218461	4.29136	0.215312	2.29552	-0.0987536	4.29168	2.28434	0.226323	0.319735	14.1482
6.84863	0.413884	3.4475	0.0982533	0.0250412	6.86352	0.416817	6.56942	0.496096	2.38942	-0.14652	6.57146	2.36382	0.348847	1.1024	14.1482
6.7432	0.485168	2.70322	0.16902	0.0889987	6.43926	0.472879	6.56942	0.496096	2.38942	-0.14652	6.57146	2.36382	0.348847	1.1024	7.52055
9.08361	0.60196	2.19091	0.0332442	-0.0597164	9.07733	0.593211	8.92437	0.89924	2.47943	-0.192573	8.9315	2.43359	0.474526	0.650742	7.52055
9.0772	0.842581	2.46694	0.173811	0.0362001	8.89749	0.886982	8.92437	0.89924	2.47943	-0.192573	8.9315	2.43359	0.474526	0.650742	9.96361
11.5709	1.65859	2.85987	0.415452	0.17135	11.5756	1.6669	11.3468	1.427	2.56464	-0.236452	11.3653	2.49328	0.600781	0.473127	9.96361
11.5611	1.50892	2.64224	0.345199	0.150179	11.4447	1.42958	11.3468	1.427	2.56464	-0.236452	11.3653	2.49328	0.600781	0.473127	4.57622
13.6001	2.31705	2.01663	0.420689	0.101609	13.5921	2.31191	13.827	2.07905	2.64422	-0.277719	13.8671	2.5429	0.724947	0.447479	4.57622
13.6878	2.12825	2.3961	0.27818	-0.0368539	13.6572	1.99915	13.827	2.07905	2.64422	-0.277719	13.8671	2.5429	0.724947	0.447479	10.8903
16.6261	2.90046	3.67791	0.21877	-0.0513109	16.6456	2.903	16.3554	2.85243	2.71736	-0.315961	16.4321	2.58284	0.844365	1.80825	10.8903
16.5284	2.88694	3.00347	0.244418	-0.012398	16.282	2.84648	16.3554	2.85243	2.71736	-0.315961	16.4321	2.58284	0.844365	1.80825	5.96134
19.0184	3.70448	2.52448	0.333994	0.0531183	19.0106	3.70555	18.923	3.74161	2.78333	-0.350797	19.0564	2.61382	0.95648	0.333939	5.96134
19.038	3.7533	2.56303	0.355937	0.0680878	19.363	3.87122	18.923	3.74161	2.78333	-0.350797	19.0564	2.61382	0.95648	0.333939	1.93163
21.3309	4.73144	2.60168	0.438468	0.0774239	21.3312	4.73205	21.5215	4.73855	2.84147	-0.381877	21.7371	2.63679	1.05891	0.00297922	1.93163
21.376	4.72193	2.81665	0.411527	0.0416724	21.6213	4.74762	21.5215	4.73855	2.84147	-0.381877	21.7371	2.63679	1.05891	0.00297922	1.31759
24.0733	5.57362	3.00638	0.2589	-0.0826309	24.0787	5.56967	24.1437	5.83295	2.89121	-0.408893	24.4725	2.65286	1.14953	0.311075	1.31759
24.1001	5.65951	3.11346	0.294171	-0.0602559	24.5601	5.92334	24.1437	5.83295	2.89121	-0.408893	24.4725	2.65286	1.14953	0.311075	5.33046
26.6133	6.95559	2.71907	0.520409	0.123423	26.6052	6.96102	26.7833	7.01246	2.93204	-0.431572	27.2608	2.6632	1.22647	0.727227	5.33046
26.6331	6.94641	3.00147	0.485487	0.0691128	26.5419	6.90075	26.7833	7.01246	2.93204	-0.431572	27.2608	2.6632	1.22647	0.727227	0.881938
29.5765	8.09072	3.44335	0.316849	-0.0844292	29.5864	8.08789	29.4352	8.26299	2.96356	-0.44969	30.1006	2.66893	1.28822	0.657039	0.881938
