8.46292	0.243462	0	0	0	8.46292	0.243462	8.6	0.25	3.00029	-0	0	-3.00029	0	3.95253e-323	2.37152e-321
8.4488	0.251205	-0.00688674	7.98481e-17	-2.19009e-17	8.44818	0.251553	8.45	0.25	3.00027	-0	0	-3.00027	0	0.000265659	2.37152e-321
8.51825	0.242371	-0.010746	2.28721e-05	6.42208e-05	8.56759	0.241943	8.45	0.25	0	0	0	0	0	0.000265659	0.191638
8.50062	0.243479	-0.0114509	-2.32069e-05	-8.84256e-05	8.45582	0.253997	8.45	0.25	0	0	0	0	0	0.0644264	0.191638
8.40899	0.247947	-0.937248	0.00654202	0.0282544	8.42544	0.254042	8.35	0.25	1.81979	-0	0	-1.81979	0	0.0644264	170.657
8.35064	0.24745	-0.938841	0.00647071	0.0235879	8.23962	0.24916	8.25	0.25	1.81978	-0	0	-1.81978	0	0.330608	170.657
8.12133	0.208776	-1.02956	0.446384	1.18056	7.93286	0.188391	8.05	0.2	4.12286	0.244979	0	-3.99976	-0.99994	0.330608	59.039
8.0627	0.194867	-1.0329	0.467552	1.08654	7.84073	0.159858	7.85	0.15	4.12282	0.244979	0	-3.99972	-0.99993	1.28184	59.039
7.80363	0.339645	-1.10509	-2.63557	-6.29939	7.61269	0.155818	7.7	0.15	2.99982	-0	0	-2.99982	0	1.28184	40.4056
7.81684	0.347067	-1.10693	-2.88895	-6.19147	7.54016	0.159641	7.55	0.15	2.99982	-0	0	-2.99982	0	2.69659	40.4056
7.75115	0.246565	-0.968327	-5.12575	-10.1836	7.50815	0.0953827	7.45	0.100001	2.0309	0.463643	0	-1.8165	-0.908239	2.69659	73.1478
7.69454	0.209608	-0.970593	-5.75769	-10.3324	7.3426	0.0345312	7.35	0.0500011	2.03088	0.463643	0	-1.81648	-0.90823	3.69713	73.1478
7.54387	0.115568	-1.04738	-5.48889	-8.96425	7.20598	0.00492725	7.2	9.49949e-07	2.8761	0.321752	0	-2.72851	-0.909507	3.69713	38.0931
7.47269	0.099712	-1.05227	-6.11155	-9.17923	7.05406	-0.0533413	7.05	-0.0499992	2.87608	0.321751	0	-2.72849	-0.909499	4.73933	38.0931
7.43607	-0.156139	-1.12211	-4.22082	-5.44909	6.74585	-0.143185	6.95	-0.15	2.57243	0.785398	0	-1.81898	-1.81898	4.73933	29.4915
7.40729	-0.201707	-1.13665	-4.66593	-5.65764	6.84972	-0.258748	6.85	-0.25	2.5724	0.785401	0	-1.81896	-1.81897	7.55971	29.4915
7.15678	-0.196172	-1.25216	-6.51657	-8.19648	6.66966	-0.346668	6.75	-0.349999	2.82949	0.785396	0	-2.00076	-2.00075	7.55971	31.0416
7.07672	-0.174871	-1.26024	-6.92632	-8.19309	6.64329	-0.462604	6.65	-0.449999	2.82949	0.785396	0	-2.00076	-2.00075	6.27754	31.0416
7.00471	-0.204427	-1.29798	-7.2226	-8.16395	6.60862	-0.557035	6.6	-0.549999	2.23348	1.10715	0	-0.998836	-1.99769	6.27754	41.8448
6.95883	-0.153423	-1.30276	-7.62413	-8.15897	6.56029	-0.650892	6.55	-0.65	2.23348	1.10715	0	-0.99884	-1.99769	9.28339	41.8448
6.90473	-0.201041	-1.23732	-7.75835	-7.56779	6.40696	-0.842921	6.5	-0.85	3.74685	1.32582	0	-0.908747	-3.63498	9.28339	140.512
6.89438	-0.146409	-1.23553	-8.169	-7.5862	6.45805	-1.05268	6.45	-1.05	3.74681	1.32582	0	-0.908739	-3.63494	22.9054	140.512
6.81073	-0.227683	-0.882396	-7.867	-5.81782	6.38626	-1.15695	6.35	-1.15	2.57242	0.785401	0	-1.81897	-1.81898	22.9054	480.068
